week_end,block,voting_power
2022-06-05,14905988,2.53
2022-06-12,14947132,2.51
2022-06-19,14987809,2.50
2022-06-26,15026233,2.49
2022-07-03,15066169,2.48
2022-07-10,15111487,2.46
2022-07-17,15156813,2.45
2022-07-24,15202012,2.44
2022-07-31,15246903,2.43
2022-08-07,15291833,2.41
2022-08-14,15336463,2.40
2022-08-21,15380672,2.39
2022-08-28,15424591,2.38
2022-09-04,15468373,2.36
2022-09-11,15511691,2.35
2022-09-18,15556726,2.34
2022-09-25,15606660,2.33
2022-10-02,15656732,2.31
2022-10-09,15706816,2.30
2022-10-16,15756957,2.29
2022-10-23,15807086,2.28
2022-10-30,15857151,2.26
2022-11-06,15907253,2.25
2022-11-13,15957380,2.24
2022-11-20,16007503,2.23
2022-11-27,16057597,2.59
2022-12-04,16107727,2.58
2022-12-11,16157748,2.56
